mu_bp_per_gen,p_HGT_thyA_per_div,p_HGT_dapA_per_div,V_reactor_L,rho_max_per_L,g_per_day,T_days,L_target_bp,N_total_cells,G_total_generations,p_combined_per_div,P_escape_30d
5.140033e-10,3.357553e-13,4.742578e-11,1.533706e+01,7.152006e+09,2.077002e+00,1.774056e+01,3.196240e+02,1.096908e+11,3.684718e+01,2.616029e-30,1.057346e-17
2.631317e-09,4.031044e-11,1.278669e-12,1.598794e+01,1.249640e+08,4.445093e+00,1.927320e+01,9.931634e+02,1.997917e+09,8.567118e+01,1.347006e-28,2.305588e-17
4.025266e-09,1.091623e-13,5.611550e-12,2.376519e+03,9.180152e+08,7.934164e+00,4.214708e+01,6.558426e+02,2.181680e+12,3.344019e+02,1.617147e-30,1.179803e-15
3.563599e-10,3.103351e-14,3.837463e-11,2.882613e+03,8.574199e+08,2.787883e+00,3.539532e+01,7.431697e+02,2.471609e+12,9.867801e+01,3.153929e-31,7.692229e-17
2.440189e-10,4.342927e-11,3.749342e-14,6.716102e+02,1.520225e+08,6.384833e+00,4.328660e+01,8.923278e+02,1.020999e+11,2.763777e+02,3.545566e-31,1.000492e-17
4.474228e-09,1.569012e-14,2.698374e-12,2.875689e+03,2.847532e+08,4.018062e+00,1.548775e+01,3.962453e+02,8.188618e+11,6.223073e+01,7.506035e-32,3.824953e-18
4.616401e-09,1.773892e-12,6.106601e-11,1.770166e+01,8.096547e+08,2.362901e+00,2.808252e+01,4.459631e+02,1.433224e+10,6.635623e+01,2.230125e-28,2.120923e-16
2.676156e-09,3.187628e-14,9.127920e-12,1.464489e+03,2.957285e+08,6.854025e+00,4.414700e+01,4.569462e+02,4.330911e+11,3.025847e+02,3.558082e-31,4.662750e-17
1.661392e-10,7.066582e-13,1.029943e-12,7.313101e+03,5.072204e+09,5.893880e+00,2.935605e+01,4.194715e+02,3.709354e+13,1.730211e+02,5.072208e-32,3.255324e-16
3.940282e-10,3.369256e-12,1.616762e-13,3.933396e+01,9.301743e+08,2.896173e+00,3.117912e+01,6.262013e+02,3.658744e+10,9.030013e+01,1.344069e-31,4.440601e-19
4.591622e-10,2.172676e-13,3.228957e-11,8.996492e+02,1.039255e+09,2.434248e+00,3.279675e+01,4.041032e+02,9.349649e+11,7.983544e+01,1.301714e-30,9.716428e-17
6.240695e-09,2.237597e-13,1.072392e-11,1.006372e+02,1.095906e+08,5.532926e+00,3.408690e+01,6.482892e+02,1.102889e+10,1.886003e+02,9.708162e-30,2.019348e-17
4.035239e-09,1.254026e-14,3.920067e-12,1.071591e+01,7.718830e+08,2.891436e+00,2.498936e+01,5.622488e+02,8.271424e+09,7.225513e+01,1.115316e-31,6.665717e-20
9.467427e-10,5.685333e-13,8.293406e-13,1.918124e+02,1.707939e+09,3.197165e+00,1.551767e+01,5.819797e+02,3.276039e+11,4.961255e+01,2.597937e-31,4.222495e-18
1.965153e-10,4.060981e-13,1.766676e-12,2.131142e+02,4.613444e+09,6.492262e+00,3.255939e+01,3.791018e+02,9.831903e+11,2.113841e+02,5.344907e-32,1.110836e-17
2.806194e-10,9.137154e-11,2.023823e-11,2.289228e+01,1.054973e+09,2.736903e+00,1.878020e+01,6.506290e+02,2.415073e+10,5.139959e+01,3.376250e-28,4.191066e-16
6.539544e-10,5.100771e-11,1.434261e-11,3.973258e+02,5.363785e+09,2.945146e+00,2.709420e+01,6.327736e+02,2.131170e+12,7.979638e+01,3.027329e-28,5.148267e-14
3.002036e-09,9.349288e-14,1.292410e-11,6.109430e+01,2.555455e+09,2.602983e+00,2.254575e+01,5.433055e+02,1.561237e+11,5.868621e+01,1.970782e-30,1.805692e-17
3.825741e-09,2.686820e-12,3.389440e-13,1.937267e+02,1.762806e+09,3.987955e+00,2.707865e+01,3.924238e+02,3.415026e+11,1.079885e+02,1.367217e-30,5.042068e-17
4.651557e-10,2.015632e-14,1.208010e-14,2.482189e+02,2.102654e+09,4.306793e+00,2.760519e+01,8.868634e+02,5.219186e+11,1.188898e+02,1.004469e-34,6.232814e-21
8.377246e-10,5.200045e-11,3.565871e-12,7.287638e+01,1.514497e+09,3.145156e+00,2.357195e+01,7.204920e+02,1.103710e+11,7.413747e+01,1.119188e-28,9.157902e-16
1.654750e-10,1.311125e-12,1.758296e-12,3.613890e+03,1.326720e+09,2.933574e+00,2.674380e+01,6.927224e+02,4.794621e+12,7.845489e+01,2.642579e-31,9.940363e-17
7.768197e-10,8.571588e-12,2.137631e-13,7.224390e+02,1.919297e+09,2.246384e+00,3.635367e+01,8.143211e+02,1.386575e+12,8.166428e+01,1.159071e-30,1.312458e-16
1.932782e-09,6.440726e-13,9.912855e-12,1.149491e+03,4.535227e+09,7.855859e+00,2.541842e+01,9.984456e+02,5.213205e+12,1.996835e+02,1.232085e-29,1.282590e-14
3.317732e-10,8.668629e-11,1.730523e-11,3.505201e+02,6.939872e+08,6.680298e+00,2.217864e+01,5.467803e+02,2.432565e+11,1.481599e+02,2.721336e-28,9.807929e-15
2.255509e-09,2.563511e-11,1.830713e-13,3.022043e+01,1.463396e+08,2.287382e+00,4.237709e+01,5.978325e+02,4.422447e+09,9.693261e+01,6.328187e-30,2.712763e-18
3.906781e-09,1.481359e-12,7.345001e-13,3.951020e+03,3.024912e+08,4.466015e+00,2.862393e+01,7.894087e+02,1.195149e+12,1.278349e+02,3.355624e-30,5.126781e-16
4.046420e-10,3.328446e-12,2.260082e-11,3.950173e+01,3.276797e+08,6.254983e+00,2.806342e+01,3.423908e+02,1.294391e+10,1.755362e+02,1.042218e-29,2.368051e-17
1.772105e-10,6.753413e-12,6.226948e-14,2.351053e+03,2.480370e+08,5.525650e+00,2.272739e+01,8.718157e+02,5.831482e+11,1.255836e+02,6.496999e-32,4.758004e-18
3.245641e-09,4.959180e-14,4.527311e-12,3.590033e+03,3.843697e+08,2.014844e+00,2.061253e+01,4.944735e+02,1.379900e+12,4.153104e+01,3.603245e-31,2.064972e-17
1.889014e-10,2.071856e-14,1.372356e-11,1.104908e+01,9.976813e+09,2.453712e+00,4.312772e+01,3.919386e+02,1.102346e+11,1.058230e+02,2.105133e-32,2.455713e-19
2.344104e-10,6.618760e-13,1.860121e-12,7.977322e+02,4.297135e+09,2.121330e+00,1.669418e+01,8.558533e+02,3.427963e+12,3.541385e+01,2.469983e-31,2.998494e-17
3.790778e-10,7.582656e-12,1.917357e-14,1.067196e+01,2.785706e+09,5.095396e+00,2.300598e+01,9.544354e+02,2.972896e+10,1.172246e+02,5.260163e-32,1.833148e-19
8.091488e-10,3.314862e-11,9.588606e-13,2.241557e+03,7.559880e+09,3.095381e+00,2.213731e+01,6.599526e+02,1.694590e+13,6.852341e+01,1.697313e-29,1.970905e-14
4.278521e-09,2.045056e-11,3.401981e-12,1.231041e+02,1.813125e+08,5.906658e+00,2.688670e+01,6.271365e+02,2.232032e+10,1.588106e+02,1.866778e-28,6.617172e-16
4.943730e-10,2.710123e-14,2.296509e-14,9.464321e+02,1.933463e+09,2.354051e+00,2.294783e+01,6.379997e+02,1.829892e+12,5.402037e+01,1.963055e-34,1.940508e-20
1.418143e-09,7.979485e-14,1.077574e-12,9.592809e+03,1.278758e+09,3.122325e+00,2.284844e+01,6.499919e+02,1.226688e+13,7.134026e+01,7.925928e-32,6.936158e-17
1.840906e-09,6.423649e-11,2.302973e-13,3.789874e+03,8.586402e+08,3.231175e+00,4.096835e+01,3.355446e+02,3.254138e+12,1.323759e+02,9.138028e-30,3.936383e-15
2.646834e-10,1.045794e-14,6.061755e-12,3.451195e+01,6.581358e+09,5.510650e+00,3.679968e+01,5.214957e+02,2.271355e+11,2.027901e+02,8.750283e-33,4.030454e-19
4.751278e-10,3.498098e-12,9.729924e-11,6.008639e+01,3.394642e+08,2.484333e+00,3.664427e+01,4.086540e+02,2.039718e+10,9.103657e+01,6.608571e-29,1.227138e-16
1.399199e-10,1.205313e-13,6.108630e-13,2.392722e+02,6.261685e+09,6.858746e+00,1.724028e+01,4.469439e+02,1.498247e+12,1.182467e+02,4.604433e-33,8.157342e-19
5.442202e-09,3.148800e-11,1.663646e-14,6.186576e+03,1.497909e+08,2.466966e+00,2.442698e+01,3.628281e+02,9.266927e+11,6.026053e+01,1.034384e-30,5.776308e-17
1.744160e-09,2.142437e-12,2.493203e-12,1.287042e+01,1.344971e+09,5.404372e+00,3.279186e+01,3.609052e+02,1.731035e+10,1.772194e+02,3.362369e-30,1.031484e-17
1.413917e-10,7.342636e-12,3.007020e-13,2.218396e+03,1.057748e+09,5.941563e+00,3.303623e+01,3.151258e+02,2.346503e+12,1.962868e+02,9.837763e-32,4.531153e-17
2.159483e-10,4.898158e-12,9.721248e-11,1.051993e+01,2.131427e+08,6.670729e+00,2.503677e+01,5.501085e+02,2.242246e+09,1.670135e+02,5.656569e-29,2.118302e-17
6.784420e-10,8.378018e-11,1.599414e-14,3.065219e+03,3.347029e+09,4.612952e+00,1.822072e+01,8.715358e+02,1.025938e+13,8.405132e+01,7.923195e-31,6.832283e-16
6.778415e-10,2.162167e-14,1.260435e-13,1.181193e+01,4.512180e+09,3.769258e+00,1.505826e+01,8.947709e+02,5.329757e+10,5.675847e+01,1.652912e-33,5.000204e-21
3.736394e-10,1.381277e-13,1.176376e-12,1.249096e+02,9.345897e+08,5.099570e+00,3.697053e+01,7.125109e+02,1.167392e+11,1.885338e+02,4.325846e-32,9.520879e-19
4.050272e-10,2.148458e-12,9.956371e-12,5.431944e+02,2.892956e+08,2.785837e+00,2.338243e+01,8.256297e+02,1.571437e+11,6.513964e+01,7.153152e-30,7.322172e-17
7.853104e-09,4.154970e-14,2.629115e-14,8.229634e+02,1.089805e+08,2.285586e+00,2.570468e+01,6.947177e+02,8.968698e+10,5.875024e+01,5.959739e-33,3.140265e-20
1.857387e-10,2.260205e-13,4.222672e-11,5.029070e+02,2.343797e+09,6.397985e+00,3.943302e+01,7.531832e+02,1.178712e+12,2.522919e+02,1.335175e-30,3.970538e-16
4.391762e-10,4.907909e-12,1.405794e-12,1.392983e+03,1.247536e+08,4.721580e+00,2.768927e+01,3.171320e+02,1.737797e+11,1.307371e+02,9.609419e-31,2.183207e-17
2.498564e-10,1.375156e-12,1.010109e-13,3.890293e+02,2.696312e+08,2.197331e+00,2.186240e+01,5.599766e+02,1.048944e+11,4.803894e+01,1.943483e-32,9.793244e-20
1.006184e-10,7.642873e-14,2.470511e-12,1.290768e+01,2.070912e+08,2.708838e+00,2.742152e+01,3.853959e+02,2.673067e+09,7.428044e+01,7.321970e-33,1.453825e-21
5.354428e-09,1.106809e-14,1.932871e-12,5.542634e+01,4.962816e+08,4.871034e+00,4.254141e+01,3.268782e+02,2.750708e+10,2.072207e+02,3.744336e-32,2.134285e-19
4.288388e-09,1.669922e-14,1.220047e-11,9.993686e+02,4.447806e+08,5.427291e+00,1.574256e+01,4.640224e+02,4.444997e+11,8.543947e+01,4.054205e-31,1.539699e-17
4.088299e-09,9.332856e-11,1.287747e-11,1.853021e+02,1.084088e+08,3.632489e+00,2.382246e+01,5.155056e+02,2.008837e+10,8.653483e+01,2.532918e-27,4.403082e-15
1.557482e-10,2.767231e-13,4.359695e-14,6.529462e+02,3.029280e+09,5.719502e+00,2.670910e+01,8.161852e+02,1.977957e+12,1.527628e+02,1.533605e-33,4.633912e-19
7.973452e-10,7.688891e-12,1.245659e-13,9.111574e+02,3.426684e+08,3.648615e+00,2.794837e+01,3.474223e+02,3.122248e+11,1.019729e+02,2.653182e-31,8.447323e-18
2.408322e-10,7.686561e-14,9.897010e-14,5.299680e+03,2.114839e+08,3.581336e+00,4.436321e+01,7.242627e+02,1.120797e+12,1.588796e+02,1.326926e-33,2.362881e-19
6.740321e-10,2.368503e-12,3.342185e-13,2.440043e+01,2.142602e+09,3.537875e+00,2.275605e+01,5.660737e+02,5.228041e+10,8.050804e+01,3.020355e-31,1.271265e-18
2.364641e-09,1.036427e-12,5.422680e-11,4.801995e+01,2.122292e+08,3.219635e+00,4.158903e+01,3.635229e+02,1.019123e+10,1.339015e+02,4.831137e-29,6.592675e-17
1.056339e-09,1.189693e-13,9.146353e-13,4.436870e+02,1.125477e+08,2.750041e+00,1.558167e+01,7.903284e+02,4.993597e+10,4.285023e+01,9.084345e-32,1.943839e-19
4.017657e-09,3.442183e-13,1.321652e-11,1.110293e+01,8.427320e+09,4.146090e+00,2.891040e+01,6.176446e+02,9.356793e+10,1.198651e+02,1.128919e-29,1.266142e-16
4.955893e-09,2.443005e-12,6.725609e-13,6.936711e+03,6.551326e+08,2.472933e+00,2.510596e+01,5.162099e+02,4.544465e+12,6.208536e+01,4.203434e-30,1.185977e-15
2.230847e-09,1.251516e-12,2.043567e-14,3.816479e+02,1.087665e+09,4.889743e+00,2.749297e+01,5.981690e+02,4.151050e+11,1.344336e+02,3.412864e-32,1.904516e-18
9.288385e-09,1.553601e-13,3.650266e-12,8.135859e+01,5.665790e+09,5.449384e+00,3.227706e+01,8.220584e+02,4.609607e+11,1.758901e+02,4.330190e-30,3.510849e-16
5.919592e-09,1.393159e-11,1.383537e-13,2.037543e+03,1.989842e+09,6.123532e+00,2.623127e+01,4.309687e+02,4.054389e+12,1.606280e+02,4.917324e-30,3.202401e-15
2.980389e-10,9.817402e-13,3.292930e-11,1.694775e+02,8.490085e+08,2.075599e+00,3.617868e+01,3.172566e+02,1.438879e+11,7.509245e+01,3.056770e-30,3.302807e-17
1.632261e-09,5.787554e-13,1.236792e-13,1.226486e+03,4.887021e+09,3.676141e+00,2.585701e+01,5.206022e+02,5.993865e+12,9.505404e+01,6.082569e-32,3.465489e-17
4.383678e-10,7.339743e-13,6.953194e-14,1.810470e+01,5.984284e+08,2.905456e+00,3.594891e+01,4.341687e+02,1.083437e+10,1.044480e+02,9.713201e-33,1.099173e-20
9.820306e-09,4.364691e-11,1.252125e-12,2.253397e+02,3.039808e+08,5.406739e+00,2.462871e+01,9.834236e+02,6.849896e+10,1.331610e+02,5.277968e-28,4.814240e-15
5.314386e-10,1.482854e-11,6.866789e-14,1.102801e+02,3.036929e+09,6.378148e+00,2.159699e+01,6.476286e+02,3.349127e+11,1.377488e+02,3.504540e-31,1.616779e-17
3.349352e-10,1.884904e-12,4.273578e-11,3.199334e+02,3.415168e+09,4.677434e+00,2.372560e+01,4.731914e+02,1.092626e+12,1.109749e+02,1.276669e-29,1.548014e-15
1.215527e-10,9.055605e-14,4.426277e-12,2.663360e+02,2.121031e+08,7.422689e+00,1.870092e+01,4.947898e+02,5.649069e+10,1.388111e+02,2.410689e-32,1.890350e-19
1.277699e-10,1.939366e-14,1.711242e-11,8.989018e+01,1.401590e+09,6.806615e+00,3.433845e+01,3.051169e+02,1.259892e+11,2.337286e+02,1.293796e-32,3.809878e-19
1.298974e-10,6.661073e-11,1.339575e-14,1.919520e+02,1.170385e+08,3.542977e+00,4.116224e+01,6.833218e+02,2.246577e+10,1.458369e+02,7.920213e-32,2.594929e-19
6.498372e-09,6.012080e-13,7.116787e-11,1.658611e+02,1.887790e+08,2.157236e+00,2.488747e+01,8.235276e+02,3.131109e+10,5.368815e+01,2.289768e-28,3.849179e-16
3.959156e-10,4.101691e-13,7.641156e-12,3.508114e+02,3.141841e+09,6.705118e+00,3.893621e+01,4.930127e+02,1.102194e+12,2.610719e+02,6.117623e-31,1.760357e-16
3.647413e-10,4.823570e-14,1.281707e-13,3.290783e+02,1.327711e+09,2.591109e+00,2.216269e+01,3.804606e+02,4.369211e+11,5.742595e+01,8.579302e-34,2.152599e-20
5.249777e-09,3.042857e-14,7.214730e-12,3.635558e+02,2.751514e+09,2.660221e+00,2.288452e+01,8.050381e+02,1.000329e+12,6.087788e+01,9.278097e-31,5.650167e-17
1.913232e-10,1.280713e-12,1.595796e-14,4.640885e+01,1.225154e+09,4.862324e+00,2.985763e+01,6.284276e+02,5.685798e+10,1.451775e+02,2.457266e-33,2.028349e-20
1.229001e-10,2.488839e-11,2.777646e-14,8.374790e+03,1.521170e+09,5.281147e+00,3.779437e+01,3.046078e+02,1.273948e+13,1.995977e+02,2.588017e-32,6.580733e-17
4.983198e-10,8.566398e-11,3.856667e-12,1.541194e+03,4.700341e+08,2.428385e+00,3.184401e+01,9.809615e+02,7.244140e+11,7.732951e+01,1.614992e-28,9.046957e-15
2.688424e-09,2.208696e-11,6.032125e-12,1.190975e+03,2.799618e+09,3.634758e+00,2.833720e+01,5.334846e+02,3.334276e+12,1.029989e+02,1.910847e-28,6.562357e-14
1.981015e-09,6.629742e-13,2.944332e-14,1.963483e+01,1.717791e+09,7.016543e+00,1.891250e+01,6.029006e+02,3.372853e+10,1.327004e+02,2.331401e-32,1.043486e-19
2.674708e-10,3.463938e-11,7.983396e-13,3.690749e+03,1.107181e+09,5.486149e+00,4.344039e+01,3.424587e+02,4.086328e+12,2.383205e+02,2.533042e-30,2.466817e-15
3.112521e-09,4.395047e-13,6.883521e-13,1.476985e+01,1.715854e+08,3.081974e+00,1.662570e+01,7.619945e+02,2.534291e+09,5.123997e+01,7.175269e-31,9.317590e-20
1.516242e-10,7.504475e-11,2.889695e-14,1.512063e+03,2.435113e+08,2.443516e+00,1.778590e+01,9.008067e+02,3.682046e+11,4.346013e+01,2.961914e-31,4.739720e-18
3.597915e-10,5.371347e-12,4.052801e-13,8.618871e+01,1.245463e+09,7.732250e+00,3.516636e+01,9.797367e+02,1.073449e+11,2.719151e+02,7.673593e-31,2.239821e-17
7.513147e-10,8.196898e-14,3.884701e-12,5.762538e+03,2.794397e+09,4.440427e+00,1.999158e+01,4.695523e+02,1.610282e+13,8.877117e+01,1.123345e-31,1.605783e-16
1.732449e-10,8.722660e-11,7.433796e-11,1.735071e+02,2.317605e+08,4.097064e+00,4.073894e+01,3.732331e+02,4.021209e+10,1.669100e+02,4.192762e-28,2.814099e-15
4.085430e-09,4.732589e-13,2.675292e-14,4.615215e+01,2.779932e+08,3.485394e+00,1.558374e+01,9.082491e+02,1.282999e+10,5.431546e+01,4.697996e-32,3.273876e-20
6.915016e-10,3.847888e-13,1.262722e-12,7.032689e+01,9.981483e+09,3.024536e+00,3.822213e+01,3.415952e+02,7.019667e+11,1.156042e+02,1.147717e-31,9.313758e-18
1.337417e-09,2.185841e-13,2.510768e-11,2.144155e+01,2.026425e+09,6.203727e+00,3.513417e+01,8.593240e+02,4.344971e+10,2.179628e+02,6.307379e-30,5.973352e-17
1.495507e-10,2.850626e-12,4.435237e-12,5.308113e+03,3.745115e+08,3.654944e+00,1.914475e+01,3.741130e+02,1.987949e+12,6.997301e+01,7.073729e-31,9.839753e-17
1.933630e-10,4.588198e-12,9.103729e-11,1.361736e+01,1.969968e+08,6.416174e+00,1.992133e+01,7.651136e+02,2.682576e+09,1.278187e+02,6.179605e-29,2.118884e-17
5.348161e-09,6.054840e-13,1.502862e-13,1.090271e+03,4.049042e+09,3.897890e+00,4.285528e+01,3.748826e+02,4.414553e+12,1.670452e+02,1.824406e-31,1.345371e-16
1.844238e-09,9.528359e-11,4.469546e-11,4.255423e+03,1.169678e+09,2.570723e+00,2.986985e+01,6.790421e+02,4.977475e+12,7.678711e+01,5.333289e-27,2.038415e-12
3.192852e-09,1.621378e-12,7.228922e-12,3.110498e+02,7.135201e+08,3.368753e+00,3.751911e+01,9.016356e+02,2.219403e+11,1.263926e+02,3.374176e-29,9.465105e-16
5.298613e-09,1.233135e-14,3.975631e-14,2.228631e+03,1.685480e+08,7.165586e+00,1.765256e+01,3.698593e+02,3.756312e+11,1.264910e+02,9.607609e-34,4.564955e-20
2.030989e-10,4.927219e-13,8.546531e-12,5.287432e+01,5.727926e+09,7.668756e+00,2.484907e+01,8.973852e+02,3.028602e+11,1.905614e+02,7.674998e-31,4.429508e-17
5.721697e-10,1.052942e-13,1.732020e-12,4.936090e+01,2.062677e+09,4.735252e+00,1.590371e+01,5.265078e+02,1.018156e+11,7.530808e+01,5.493979e-32,4.212529e-19
9.051884e-09,4.569811e-14,5.514372e-13,2.546216e+03,1.332430e+09,6.125883e+00,3.746709e+01,7.079005e+02,3.392656e+12,2.295190e+02,1.614751e-31,1.257372e-16
4.409750e-10,1.873468e-11,2.768274e-11,5.698933e+01,4.649079e+08,3.613342e+00,1.985073e+01,6.779971e+02,2.649479e+10,7.172749e+01,1.550591e-28,2.946750e-16
4.912642e-10,1.437717e-13,6.400979e-11,1.844735e+01,4.024443e+08,2.635314e+00,2.344307e+01,4.273312e+02,7.424032e+09,6.177983e+01,1.931967e-30,8.861071e-19
1.339954e-10,8.559739e-13,6.490318e-11,1.550659e+03,3.711796e+09,3.672840e+00,2.552840e+01,4.250382e+02,5.755731e+12,9.376175e+01,3.164057e-30,1.707538e-15
4.577517e-10,2.983429e-14,1.835414e-13,6.298705e+02,7.084950e+09,3.307017e+00,4.282911e+01,4.572019e+02,4.462601e+12,1.416366e+02,1.146008e-33,7.243545e-19
3.743518e-10,3.414561e-14,7.921845e-12,4.623575e+03,3.000239e+09,2.918228e+00,2.071247e+01,9.258081e+02,1.387183e+13,6.044371e+01,9.374800e-32,7.860440e-17
1.537481e-10,8.202669e-13,1.003849e-14,1.233949e+01,1.726033e+08,5.153141e+00,3.247025e+01,4.934130e+02,2.129836e+09,1.673238e+02,6.246607e-34,2.226117e-22
2.131334e-10,3.019062e-14,2.601611e-14,2.087644e+01,1.974096e+08,2.841926e+00,3.882487e+01,9.563921e+02,4.121209e+09,1.103374e+02,1.601039e-34,7.280300e-23
6.768182e-09,2.066340e-12,1.176150e-13,1.949507e+02,8.364836e+09,6.121514e+00,1.964365e+01,4.363174e+02,1.630730e+12,1.202489e+02,7.176934e-31,1.407350e-16
3.292625e-09,9.281193e-12,1.019103e-13,7.255668e+02,3.226356e+09,5.888682e+00,1.661760e+01,9.613377e+02,2.340937e+12,9.785576e+01,2.993919e-30,6.858295e-16
1.200460e-09,6.018964e-13,5.912969e-11,1.884650e+03,2.538235e+09,3.255135e+00,2.412896e+01,4.669489e+02,4.783684e+12,7.854301e+01,1.995007e-29,7.495737e-15
3.574732e-09,6.023501e-12,4.489771e-11,2.527430e+03,7.727089e+08,4.001915e+00,3.065298e+01,3.933625e+02,1.952968e+12,1.226706e+02,3.802854e-28,9.110563e-14
8.227053e-09,1.541415e-11,1.521313e-14,1.191700e+03,3.033371e+08,4.094889e+00,3.825220e+01,3.525697e+02,3.614868e+11,1.566385e+02,6.801855e-31,3.851398e-17
8.220420e-10,1.145187e-12,1.101299e-11,6.213211e+02,7.319835e+08,5.481069e+00,2.695975e+01,8.194406e+02,4.547968e+11,1.477683e+02,8.495579e-30,5.709414e-16
2.333441e-10,3.179236e-12,4.573770e-11,9.843480e+03,4.032374e+09,4.499940e+00,4.282006e+01,8.732823e+02,3.969259e+13,1.926877e+02,2.963116e-29,2.266273e-13
3.125973e-09,1.197836e-14,4.111639e-12,6.154434e+02,2.012192e+08,2.431542e+00,2.214358e+01,8.169690e+02,1.238391e+11,5.384305e+01,1.257775e-31,8.386682e-19
5.644221e-09,6.576965e-12,1.049093e-11,1.387960e+02,1.890963e+09,5.138030e+00,1.510243e+01,5.328005e+02,2.624581e+11,7.759675e+01,2.074952e-28,4.225826e-15
1.151114e-10,7.093495e-12,1.582244e-11,4.000876e+01,2.462323e+09,3.785426e+00,1.769034e+01,3.168102e+02,9.851448e+10,6.696548e+01,4.093091e-30,2.700241e-17
3.509949e-10,1.532192e-13,2.711506e-14,2.327424e+03,5.101986e+08,2.046323e+00,1.664420e+01,6.587871e+02,1.187449e+12,3.405941e+01,9.606598e-34,3.885273e-20
4.810617e-09,5.587928e-11,8.054030e-11,1.637709e+03,7.873831e+08,2.810440e+00,2.628849e+01,3.207341e+02,1.289504e+12,7.388223e+01,6.944003e-27,6.615654e-13
3.466119e-10,1.261192e-13,2.460125e-13,1.412929e+02,4.672480e+08,2.566332e+00,2.190395e+01,3.764080e+02,6.601885e+10,5.621279e+01,4.048004e-33,1.502256e-20
3.539943e-10,2.550756e-13,3.538539e-14,1.351492e+02,3.291798e+09,4.926200e+00,3.765718e+01,7.361599e+02,4.448840e+11,1.855068e+02,2.352130e-33,1.941189e-19
7.492579e-09,2.997927e-12,1.224014e-11,1.829417e+03,3.442257e+08,4.743727e+00,3.878850e+01,6.314097e+02,6.297324e+11,1.840021e+02,1.736001e-28,2.011540e-14
3.986486e-09,3.915184e-13,9.659918e-14,1.874745e+02,4.281438e+08,4.572806e+00,1.603845e+01,4.053919e+02,8.026606e+10,7.334074e+01,6.112107e-32,3.598058e-19
2.969900e-10,3.095304e-14,8.969969e-11,1.117255e+02,6.412058e+08,4.841572e+00,2.786404e+01,4.633142e+02,7.163901e+10,1.349058e+02,3.820426e-31,3.692256e-18
9.033507e-10,2.407504e-13,5.820677e-12,4.561828e+03,2.116757e+08,2.268472e+00,3.750367e+01,7.850704e+02,9.656278e+11,8.507602e+01,9.938148e-31,8.164365e-17
5.836100e-10,4.456322e-13,9.710533e-14,2.363214e+02,1.419647e+08,7.879730e+00,2.574432e+01,8.094574e+02,3.354930e+10,2.028583e+02,2.044261e-32,1.391274e-19
6.602744e-09,6.825751e-13,2.441550e-11,2.790083e+02,7.248916e+09,4.776188e+00,2.949222e+01,9.732659e+02,2.022508e+12,1.408604e+02,1.070957e-28,3.051062e-14
9.499432e-09,3.584475e-12,7.357011e-12,1.441333e+01,1.373586e+09,6.157486e+00,4.177634e+01,7.511781e+02,1.979795e+10,2.572373e+02,1.881774e-28,9.583442e-16
2.745015e-09,9.759255e-12,4.619629e-14,1.149713e+02,4.304775e+08,3.000441e+00,3.650658e+01,7.272515e+02,4.949255e+10,1.095359e+02,9.000222e-31,4.879208e-18
2.471098e-10,1.679492e-14,3.410365e-14,3.881239e+01,1.428909e+09,7.411907e+00,3.587793e+01,3.272885e+02,5.545937e+10,2.659239e+02,4.632330e-35,6.831746e-22
1.470458e-09,1.333067e-13,8.978362e-14,5.853611e+02,8.355482e+08,7.619056e+00,3.517994e+01,7.697779e+02,4.890974e+11,2.680380e+02,1.354774e-32,1.776064e-18
9.027077e-10,5.751088e-14,7.896005e-11,1.600531e+03,4.090599e+09,4.879871e+00,3.752850e+01,8.910290e+02,6.547130e+12,1.831342e+02,3.652553e-30,4.379424e-15
1.750549e-09,3.399505e-14,1.968723e-13,3.426436e+01,8.352830e+09,3.309667e+00,2.322366e+01,4.405591e+02,2.862044e+11,7.686258e+01,5.161533e-33,1.135455e-19
2.830628e-09,5.941186e-12,6.166924e-14,6.513979e+03,1.700249e+08,4.485227e+00,2.345025e+01,3.650829e+02,1.107539e+12,1.051797e+02,3.786309e-31,4.410694e-17
1.133814e-10,1.946551e-11,9.418147e-11,3.527879e+01,1.156468e+09,6.861179e+00,2.870891e+01,9.947919e+02,4.079880e+10,1.969770e+02,2.067785e-28,1.661760e-15
8.164805e-10,8.813253e-14,9.398688e-14,1.859980e+03,5.934358e+08,3.633166e+00,2.821229e+01,4.246777e+02,1.103779e+12,1.024999e+02,2.872161e-33,3.249484e-19
2.678187e-10,4.524622e-14,5.035125e-12,4.372926e+02,5.393114e+08,2.225300e+00,2.736983e+01,3.267051e+02,2.358369e+11,6.090609e+01,1.993377e-32,2.863266e-19
3.867055e-09,3.707853e-13,7.041943e-14,1.181005e+03,1.519018e+08,5.547286e+00,3.042813e+01,3.570974e+02,1.793968e+11,1.687936e+02,3.605638e-32,1.091824e-18
1.342298e-10,5.650330e-11,2.406566e-14,5.987553e+03,2.496755e+09,3.402127e+00,1.563363e+01,3.740144e+02,1.494945e+13,5.318759e+01,6.826672e-32,5.428060e-17
2.238646e-09,7.459688e-13,2.142161e-12,2.455099e+02,3.701035e+09,2.545613e+00,2.077209e+01,8.594559e+02,9.086408e+11,5.287769e+01,3.074551e-30,1.477224e-16
