mu_bp_per_gen,p_HGT_thyA_per_div,p_HGT_dapA_per_div,V_reactor_L,rho_max_per_L,g_per_day,T_days,L_target_bp,N_total_cells,G_total_generations,p_combined_per_div,P_escape_30d
7.851405e-09,2.063387e-11,2.031609e-13,1.083516e+01,1.836776e+08,2.139255e+00,4.220273e+01,6.698070e+02,1.990176e+09,9.028240e+01,2.204540e-29,3.961070e-18
2.702738e-10,6.307762e-13,5.969200e-14,1.216327e+02,1.018766e+09,4.211275e+00,2.563418e+01,3.908562e+02,1.239153e+11,1.079526e+02,3.977521e-33,5.320721e-20
5.370854e-09,1.172057e-12,1.083991e-12,4.203915e+01,9.097014e+08,3.719166e+00,2.332494e+01,9.349758e+02,3.824307e+10,8.674934e+01,6.379963e-30,2.116592e-17
1.119826e-09,1.471715e-11,1.895692e-11,2.539158e+03,1.380407e+09,3.798966e+00,1.764994e+01,7.799249e+02,3.505073e+12,6.705153e+01,2.436658e-28,5.726646e-14
1.144871e-10,1.516357e-11,4.610083e-13,3.108183e+03,4.213614e+08,2.700404e+00,3.259164e+01,7.656721e+02,1.309669e+12,8.801061e+01,6.127872e-31,7.063275e-17
1.364713e-09,1.538949e-11,2.594519e-12,8.271382e+03,6.967384e+09,3.104870e+00,2.586807e+01,5.761364e+02,5.762989e+13,8.031698e+01,3.139407e-29,1.453125e-13
2.984493e-09,1.628644e-14,1.836902e-13,1.653803e+03,3.533763e+08,3.232094e+00,2.630114e+01,7.319623e+02,5.844147e+11,8.500776e+01,6.535388e-33,3.246767e-19
6.287200e-10,4.031996e-13,2.756777e-13,1.460149e+01,1.912291e+08,5.283714e+00,1.857301e+01,4.822152e+02,2.792231e+09,9.813446e+01,3.369922e-32,9.234059e-21
4.647617e-09,1.432237e-11,3.300319e-11,8.972851e+02,3.627283e+08,4.012293e+00,2.851237e+01,9.006517e+02,3.254707e+11,1.144000e+02,1.978600e-27,7.367090e-14
6.380054e-09,5.972400e-14,1.316311e-11,1.202305e+02,2.741882e+08,5.927433e+00,2.261896e+01,4.553012e+02,3.296579e+10,1.340724e+02,2.283655e-30,1.009330e-17
1.719975e-09,9.647648e-13,7.700958e-14,2.069502e+02,4.506014e+09,5.110254e+00,1.830842e+01,5.988532e+02,9.325206e+11,9.356070e+01,7.652596e-32,6.676682e-18
9.119940e-09,4.044292e-12,7.293501e-14,2.012624e+01,7.484095e+09,6.239691e+00,2.193185e+01,5.254776e+02,1.506267e+11,1.368480e+02,1.413594e-30,2.913836e-17
1.152145e-09,3.497990e-14,3.080599e-12,5.386282e+03,1.098287e+08,7.047451e+00,2.959852e+01,5.373616e+02,5.915686e+11,2.085941e+02,6.671565e-32,8.232561e-18
1.473225e-09,6.433215e-14,4.266709e-14,1.997737e+03,4.758729e+09,5.827094e+00,3.091439e+01,9.927792e+02,9.506691e+12,1.801410e+02,4.014604e-33,6.875190e-18
9.819168e-10,1.071652e-14,5.425986e-11,2.014942e+03,2.078322e+08,3.428837e+00,2.667636e+01,5.223515e+02,4.187699e+11,9.146887e+01,2.982428e-31,1.142401e-17
7.552744e-09,2.527441e-13,3.727909e-14,2.061309e+01,8.511905e+09,4.907570e+00,2.715032e+01,3.813651e+02,1.754566e+11,1.332421e+02,2.713888e-32,6.344584e-19
1.219837e-09,1.468119e-11,1.655312e-13,2.074961e+03,4.748144e+08,4.135325e+00,2.908137e+01,3.724262e+02,9.852215e+11,1.202609e+02,1.104036e-30,1.308102e-16
5.177040e-10,8.978119e-13,4.652173e-13,7.844610e+02,1.163246e+08,5.525984e+00,1.770371e+01,6.020726e+02,9.125209e+10,9.783041e+01,1.301882e-31,1.162220e-18
1.801334e-09,4.002565e-13,7.315860e-11,2.246145e+01,8.605455e+09,4.400524e+00,4.006006e+01,8.364227e+02,1.932910e+11,1.762853e+02,4.411880e-29,1.503320e-15
2.764461e-09,4.720664e-11,4.116001e-12,9.862424e+03,3.626221e+09,6.794130e+00,1.683083e+01,4.935355e+02,3.576333e+13,1.143509e+02,2.650985e-28,1.084138e-12
1.346865e-09,6.736409e-11,1.223817e-12,8.818804e+02,2.809189e+08,2.873652e+00,1.860021e+01,6.037529e+02,2.477369e+11,5.345052e+01,6.703912e-29,8.877097e-16
6.864033e-09,2.337832e-14,5.029245e-14,2.707136e+02,2.157068e+08,4.322690e+00,2.050816e+01,7.458666e+02,5.839475e+10,8.865042e+01,6.019446e-33,3.116098e-20
6.396066e-09,2.953725e-11,3.304518e-12,1.870432e+03,8.066047e+09,2.302466e+00,1.525058e+01,3.983810e+02,1.508699e+13,3.511395e+01,2.487080e-28,1.317565e-13
4.477568e-09,3.766755e-13,2.639989e-14,5.777528e+01,1.252381e+08,7.557636e+00,4.388162e+01,7.881708e+02,7.235665e+09,3.316413e+02,3.509393e-32,8.421301e-20
8.301796e-10,1.174999e-14,2.266835e-13,1.804924e+02,6.100144e+09,2.765599e+00,3.929009e+01,8.090555e+02,1.101030e+12,1.086606e+02,1.788990e-33,2.140323e-19
8.653425e-09,2.946224e-14,5.329778e-12,9.324732e+01,5.646986e+08,2.656718e+00,3.705352e+01,6.403042e+02,5.265663e+10,9.844073e+01,8.700600e-31,4.510006e-18
9.718826e-10,3.010162e-13,2.437406e-11,7.437359e+03,1.523208e+09,5.195392e+00,3.314559e+01,8.681247e+02,1.132865e+13,1.722043e+02,6.190328e-30,1.207635e-14
1.298721e-09,4.957459e-13,4.039287e-14,3.085494e+03,7.798275e+09,2.612138e+00,1.510765e+01,3.088807e+02,2.406153e+13,3.946326e+01,8.032867e-33,7.627582e-18
1.895662e-10,2.301515e-11,1.461467e-14,1.223925e+01,3.999807e+09,3.726591e+00,4.478480e+01,3.061303e+02,4.895464e+10,1.668946e+02,1.951956e-32,1.594800e-19
1.692293e-09,4.761348e-11,1.023985e-14,1.940246e+03,7.710600e+09,2.085436e+00,4.061975e+01,6.945371e+02,1.496046e+13,8.470991e+01,5.730525e-31,7.262290e-16
1.322646e-09,1.949324e-11,3.092989e-13,6.292563e+03,3.121714e+08,5.088439e+00,1.625997e+01,5.554461e+02,1.964358e+12,8.273787e+01,4.429432e-30,7.199015e-16
8.973593e-10,2.556523e-14,5.036880e-13,2.462893e+03,2.829349e+08,3.078061e+00,1.837223e+01,3.405851e+02,6.968383e+11,5.655086e+01,3.935531e-33,1.550867e-19
2.471066e-09,2.143543e-14,9.512987e-14,2.648683e+03,6.956602e+08,5.793235e+00,4.232369e+01,4.255297e+02,1.842583e+12,2.451911e+02,2.144191e-33,9.687132e-19
6.174312e-09,4.286342e-13,9.808380e-14,5.821827e+02,5.566453e+09,3.901654e+00,4.035712e+01,6.190595e+02,3.240693e+12,1.574595e+02,1.606960e-31,8.199964e-17
1.175462e-10,6.571338e-13,2.563337e-14,2.370665e+03,2.309025e+09,2.871350e+00,4.211011e+01,5.256055e+02,5.473924e+12,1.209129e+02,1.040706e-33,6.888097e-19
1.074612e-09,2.144611e-13,1.527482e-14,1.960255e+02,4.832332e+08,2.719187e+00,3.036794e+01,4.599972e+02,9.472602e+10,8.257610e+01,1.619315e-33,1.266646e-20
1.888604e-10,5.945112e-13,1.106486e-14,8.884391e+03,3.689237e+08,2.007236e+00,2.132439e+01,3.953450e+02,3.277663e+12,4.280308e+01,4.911602e-34,6.890686e-20
3.660496e-09,4.780629e-12,4.895286e-11,6.630462e+03,3.583510e+09,2.532595e+00,1.886540e+01,7.790348e+02,2.376033e+13,4.777842e+01,6.673595e-28,7.576073e-13
2.128705e-10,2.558624e-11,3.962795e-12,8.455347e+01,3.220968e+08,5.974548e+00,1.861555e+01,9.364841e+02,2.723440e+10,1.112195e+02,2.021268e-29,6.122413e-17
6.636772e-09,3.384729e-12,2.567669e-14,8.575394e+02,2.293517e+09,4.769069e+00,1.698169e+01,9.345295e+02,1.966781e+12,8.098686e+01,5.390300e-31,8.585855e-17
5.169202e-09,2.602772e-13,8.804453e-11,1.053870e+02,2.230863e+08,5.353253e+00,3.257003e+01,4.586793e+02,2.351039e+10,1.743556e+02,5.433393e-29,2.227239e-16
9.541125e-09,5.780691e-13,5.008611e-13,6.397638e+02,8.194714e+08,4.909632e+00,2.576504e+01,7.672575e+02,5.242681e+11,1.264969e+02,2.119521e-30,1.405630e-16
2.868837e-09,2.205635e-11,1.299254e-14,1.334303e+03,2.242118e+08,5.500574e+00,3.592823e+01,5.036344e+02,2.991665e+11,1.976259e+02,4.140461e-31,2.447966e-17
7.894911e-10,3.572905e-12,4.772028e-11,5.906819e+03,3.218050e+09,2.908171e+00,2.605203e+01,5.076151e+02,1.900844e+13,7.576376e+01,6.832918e-29,9.840433e-14
3.233807e-10,1.630792e-12,1.774332e-12,1.483937e+02,2.085860e+09,2.239695e+00,1.808242e+01,5.504445e+02,3.095286e+11,4.049912e+01,5.150640e-31,6.456654e-18
9.058555e-10,9.245684e-14,1.764661e-12,1.219456e+03,6.756346e+09,2.833279e+00,4.007231e+01,5.359379e+02,8.239065e+12,1.135360e+02,7.920886e-32,7.409440e-17
1.564437e-09,6.354420e-12,9.845219e-14,1.149236e+02,1.706293e+09,3.344100e+00,2.462404e+01,6.500682e+02,1.960933e+11,8.234527e+01,6.362361e-31,1.027353e-17
7.396389e-10,5.790450e-11,2.351307e-12,1.986780e+01,9.304166e+09,4.216587e+00,3.254572e+01,8.473689e+02,1.848533e+11,1.372318e+02,8.533237e-29,2.164691e-15
6.689098e-10,7.692109e-12,2.487552e-12,3.573851e+01,3.808179e+09,5.492800e+00,1.547970e+01,3.560454e+02,1.360986e+11,8.502691e+01,4.557121e-30,5.273521e-17
2.404216e-10,6.646948e-12,3.465327e-14,1.417821e+03,6.721394e+08,4.292714e+00,3.797983e+01,9.525954e+02,9.529735e+11,1.630365e+02,5.275314e-32,8.196229e-18
1.388885e-09,9.817434e-12,1.080366e-12,1.956648e+03,5.633282e+08,3.440181e+00,1.908827e+01,8.779310e+02,1.102235e+12,6.566710e+01,1.293289e-29,9.360901e-16
8.335305e-09,8.236729e-14,5.724197e-13,4.382836e+01,1.464650e+08,2.740592e+00,3.622946e+01,3.938241e+02,6.419321e+09,9.929016e+01,1.547723e-31,9.864804e-20
2.006679e-09,6.709704e-11,2.746314e-14,9.681051e+02,1.580645e+08,3.781152e+00,2.112642e+01,5.055417e+02,1.530231e+11,7.988220e+01,1.869341e-30,2.285049e-17
4.678523e-09,1.365460e-14,5.903001e-13,8.889646e+03,1.956828e+08,5.937392e+00,2.630279e+01,6.069425e+02,1.739550e+12,1.561700e+02,2.288802e-32,6.217885e-18
5.584640e-10,1.143156e-12,1.202689e-14,1.530503e+03,1.512645e+09,3.100812e+00,2.730968e+01,8.500969e+02,2.315109e+12,8.468216e+01,6.527135e-33,1.279634e-18
1.613883e-09,2.514307e-13,2.084798e-11,9.705451e+03,2.252810e+08,7.444377e+00,4.337637e+01,3.257369e+02,2.186454e+12,3.229101e+02,2.755633e-30,1.945554e-15
4.021188e-09,6.664161e-14,1.706646e-12,9.783369e+01,2.886322e+09,2.653155e+00,1.839588e+01,3.160561e+02,2.823795e+11,4.880711e+01,1.445464e-31,1.992157e-18
7.314050e-09,1.962632e-14,2.690509e-11,3.670349e+01,2.420894e+08,5.977293e+00,1.858542e+01,3.567266e+02,8.885525e+09,1.110905e+02,1.377739e-30,1.359962e-18
1.422479e-10,2.038800e-12,4.739934e-12,1.536889e+01,1.057584e+08,5.575781e+00,1.635735e+01,3.070304e+02,1.625390e+09,9.120500e+01,4.220599e-31,6.256773e-20
4.428372e-10,1.015770e-11,9.118662e-14,1.499610e+02,2.569790e+08,4.932930e+00,3.239455e+01,5.020315e+02,3.853684e+10,1.598000e+02,2.059214e-31,1.268103e-18
2.318139e-09,1.302214e-12,1.523215e-13,4.322631e+03,1.303859e+08,3.029964e+00,1.713914e+01,5.369193e+02,5.636101e+11,5.193098e+01,2.468834e-31,7.225988e-18
3.200250e-09,2.571938e-11,1.343510e-14,5.590218e+03,9.142214e+09,5.136084e+00,2.981621e+01,4.595885e+02,5.110697e+13,1.531386e+02,5.082230e-31,3.977582e-15
2.914827e-10,2.006175e-14,8.107007e-13,1.719277e+02,4.178878e+09,3.301660e+00,2.993281e+01,5.849189e+02,7.184652e+11,9.882796e+01,2.772923e-33,1.968899e-19
1.736567e-09,2.466948e-11,3.255012e-14,4.672993e+02,9.250947e+08,3.908089e+00,3.678357e+01,8.123573e+02,4.322961e+11,1.437535e+02,1.132795e-30,7.039649e-17
5.589529e-10,3.723988e-13,7.597055e-12,7.064961e+03,2.126541e+08,2.274050e+00,3.101002e+01,3.033235e+02,1.502393e+12,7.051835e+01,4.796614e-31,5.081835e-17
3.528115e-10,1.639263e-12,1.709580e-12,3.710366e+01,2.555143e+08,4.521335e+00,4.398112e+01,4.241076e+02,9.480515e+09,1.988534e+02,4.193310e-31,7.905365e-19
3.108439e-09,2.798768e-11,7.784103e-12,5.025093e+03,7.654645e+08,3.791148e+00,1.887144e+01,4.967527e+02,3.846530e+12,7.154444e+01,3.364016e-28,9.257698e-14
2.425904e-10,6.556598e-14,1.015028e-14,1.440696e+03,1.069580e+08,2.136124e+00,1.738713e+01,3.058496e+02,1.540939e+11,3.714107e+01,4.937853e-35,2.826039e-22
1.620863e-10,5.400095e-14,4.381362e-11,1.604875e+03,3.134794e+08,6.250906e+00,3.901536e+01,5.492554e+02,5.030951e+11,2.438814e+02,2.106352e-31,2.584400e-17
1.263737e-09,1.103857e-13,8.183624e-14,9.520161e+01,4.276826e+09,3.933008e+00,2.664729e+01,4.561400e+02,4.071607e+11,1.048040e+02,5.207306e-33,2.222066e-19
3.691956e-10,1.952091e-13,1.261360e-13,5.023629e+01,2.525741e+09,6.661402e+00,1.736161e+01,5.715681e+02,1.268839e+11,1.156527e+02,5.195933e-33,7.624750e-20
1.924104e-10,1.535338e-11,5.840562e-14,8.894792e+01,6.558670e+09,3.420743e+00,3.653300e+01,8.410358e+02,5.833801e+11,1.249700e+02,1.451114e-31,1.057935e-17
1.881236e-09,2.183252e-11,1.832986e-14,4.363953e+02,3.984827e+08,2.590330e+00,1.650394e+01,8.016704e+02,1.738960e+11,4.275064e+01,6.035347e-31,4.486777e-18
3.747802e-10,4.068915e-12,7.950370e-12,2.485157e+03,1.557169e+09,4.633043e+00,2.902721e+01,7.677502e+02,3.869809e+12,1.344843e+02,9.308132e-30,4.844219e-15
3.099861e-09,6.426030e-14,5.442295e-14,3.841263e+01,1.249781e+08,2.494195e+00,3.724885e+01,4.082223e+02,4.800738e+09,9.290589e+01,4.425514e-33,1.973854e-21
8.555895e-10,6.537160e-12,3.078761e-14,9.145617e+03,1.112592e+09,4.276149e+00,3.219258e+01,3.649979e+02,1.017534e+13,1.376603e+02,6.285226e-32,8.803971e-17
2.784144e-09,2.951233e-14,3.370951e-12,1.820276e+03,1.701406e+09,7.370924e+00,1.593412e+01,4.616534e+02,3.097029e+12,1.174492e+02,1.278685e-31,4.651136e-17
6.766310e-09,1.653760e-14,2.833427e-14,7.446532e+03,2.726420e+09,3.476499e+00,1.653133e+01,4.217084e+02,2.030237e+13,5.747116e+01,1.337053e-33,1.560074e-18
3.754787e-09,2.428013e-13,1.354152e-13,5.118252e+03,5.620731e+08,6.422827e+00,2.794386e+01,7.575641e+02,2.876832e+12,1.794786e+02,9.352400e-32,4.828922e-17
1.568461e-09,4.830730e-13,4.103948e-12,2.551196e+03,9.255111e+08,2.344452e+00,3.910601e+01,4.900361e+02,2.361160e+12,9.168217e+01,1.523759e-30,3.298577e-16
1.368714e-09,1.049931e-11,2.718058e-12,1.209440e+02,8.150808e+09,5.823996e+00,3.927648e+01,5.780496e+02,9.857917e+11,2.287461e+02,2.257862e-29,5.091389e-15
2.872039e-09,5.125530e-12,7.153703e-14,2.126095e+01,9.920485e+08,2.934805e+00,1.857904e+01,7.889393e+02,2.109190e+10,5.452586e+01,8.308135e-31,9.554802e-19
1.063906e-09,4.848449e-13,6.458195e-13,8.853484e+01,1.519098e+09,3.284757e+00,2.589184e+01,6.222963e+02,1.344931e+11,8.504840e+01,2.073071e-31,2.371266e-18
2.188070e-09,3.271365e-14,2.169753e-14,1.708100e+01,9.793887e+08,4.015197e+00,2.351771e+01,3.236334e+02,1.672894e+10,9.442824e+01,5.026363e-34,7.940064e-22
1.752517e-09,7.283019e-14,1.329350e-14,8.430405e+01,5.885982e+08,4.925326e+00,3.143710e+01,6.469405e+02,4.962121e+10,1.548380e+02,1.097684e-33,8.433781e-21
4.652198e-09,7.110018e-14,5.059598e-12,2.373008e+03,9.664168e+09,4.911854e+00,3.166052e+01,9.052596e+02,2.293314e+13,1.555118e+02,1.515019e-30,5.403126e-15
1.078131e-09,1.968905e-13,2.829363e-13,3.803689e+02,3.743562e+08,2.010581e+00,4.282528e+01,9.734966e+02,1.423935e+11,8.610370e+01,5.846817e-32,7.168552e-19
1.918963e-09,4.499023e-11,1.454976e-11,1.746048e+02,8.568295e+09,2.089452e+00,2.991614e+01,7.940322e+02,1.496066e+12,6.250835e+01,9.974220e-28,9.327551e-14
1.503321e-10,2.155766e-11,9.664594e-11,3.911349e+02,1.155262e+09,6.811824e+00,3.398870e+01,7.804336e+02,4.518632e+11,2.315251e+02,2.444404e-28,2.557279e-14
7.632071e-09,3.217893e-13,8.706102e-13,1.272747e+01,2.233199e+08,2.076270e+00,3.925102e+01,9.137251e+02,2.842297e+09,8.149573e+01,1.953680e-30,4.525407e-19
3.284787e-09,3.469288e-12,5.650855e-14,5.322509e+01,3.942974e+09,5.044798e+00,1.970474e+01,4.963891e+02,2.098652e+11,9.940642e+01,3.196569e-31,6.668665e-18
1.494270e-09,3.797243e-12,9.407217e-13,1.018714e+01,6.293053e+08,3.615911e+00,2.440582e+01,3.076531e+02,6.410824e+09,8.824927e+01,1.642177e-30,9.290624e-19
5.070490e-10,1.697822e-11,6.675921e-12,5.321835e+02,2.751182e+08,4.907198e+00,1.738018e+01,7.146903e+02,1.464133e+11,8.528796e+01,4.107439e-29,5.129081e-16
5.207439e-10,7.964511e-11,7.670376e-14,2.893795e+03,6.349326e+08,4.179914e+00,1.740942e+01,9.285985e+02,1.837365e+12,7.276988e+01,2.954119e-30,3.949798e-16
4.661995e-09,5.809632e-13,3.086618e-14,5.379063e+03,8.249657e+08,2.031693e+00,2.244472e+01,3.881256e+02,4.437543e+12,4.560078e+01,3.244708e-32,6.565843e-18
6.059269e-10,2.126228e-11,9.361232e-14,1.855260e+02,1.649057e+09,4.532082e+00,3.131016e+01,4.128106e+02,3.059429e+11,1.419002e+02,4.978675e-31,2.161410e-17
9.189875e-10,5.994468e-11,5.164252e-14,5.251663e+02,1.226620e+08,3.671080e+00,1.919214e+01,3.117372e+02,6.441796e+10,7.045588e+01,8.868626e-31,4.025136e-18
2.628638e-09,1.974559e-13,7.071945e-13,6.877077e+03,1.088815e+08,3.108261e+00,2.370085e+01,3.897636e+02,7.487861e+11,7.366842e+01,1.430675e-31,7.891876e-18
5.272986e-09,2.065123e-12,6.236313e-11,7.900066e+03,3.782710e+08,2.866593e+00,3.895491e+01,5.138981e+02,2.988366e+12,1.116678e+02,3.489856e-28,1.164580e-13
2.916883e-10,2.179043e-13,2.914057e-12,3.389032e+02,6.276286e+08,3.332082e+00,1.867243e+01,6.392973e+02,2.127054e+11,6.221806e+01,1.184092e-31,1.567041e-18
1.558227e-10,5.246674e-13,8.270901e-12,2.732082e+03,9.191461e+08,7.806678e+00,4.470555e+01,7.683712e+02,2.511183e+12,3.490019e+02,5.195635e-31,4.553493e-16
1.721327e-10,3.264176e-14,1.008811e-13,8.560395e+01,1.814942e+09,3.422904e+00,3.630293e+01,5.385314e+02,1.553662e+11,1.242615e+02,3.052515e-34,5.893196e-21
2.070758e-09,5.647255e-11,3.071326e-14,2.736448e+02,1.913926e+08,3.266662e+00,2.250996e+01,6.390587e+02,5.237360e+10,7.353243e+01,2.295268e-30,8.839439e-18
2.803037e-10,1.356020e-11,5.440210e-13,6.279060e+03,1.573435e+09,5.364222e+00,1.548521e+01,4.451582e+02,9.879692e+12,8.306609e+01,9.205027e-31,7.554265e-16
1.143910e-09,2.504723e-14,4.299851e-14,1.144446e+01,1.741942e+08,3.746540e+00,4.191224e+01,6.658420e+02,1.993558e+09,1.570259e+02,8.203064e-34,2.567889e-22
4.623797e-10,1.008273e-12,4.501588e-14,1.711397e+03,6.533500e+09,2.853728e+00,2.270575e+01,4.612985e+02,1.118142e+13,6.479603e+01,9.681103e-33,7.014069e-18
3.091621e-10,1.576542e-13,5.497259e-11,3.663163e+01,2.720134e+08,6.411883e+00,2.811361e+01,5.625252e+02,9.964294e+09,1.802612e+02,1.507231e-30,2.707252e-18
2.515520e-10,2.512244e-12,4.665617e-13,1.362232e+03,1.822952e+08,3.237048e+00,3.636111e+01,5.166468e+02,2.483284e+11,1.177027e+02,1.523324e-31,4.452511e-18
1.105926e-09,1.824645e-11,1.141390e-11,2.541985e+03,2.976458e+08,2.146130e+00,3.757212e+01,4.835179e+02,7.566112e+11,8.063466e+01,1.113656e-28,6.794313e-15
3.693918e-10,5.549398e-13,5.264146e-12,9.585422e+01,3.918032e+08,7.742622e+00,2.312613e+01,3.174226e+02,3.755599e+10,1.790569e+02,3.425303e-31,2.303399e-18
1.888276e-09,1.907562e-13,1.151011e-12,1.249616e+03,9.780749e+09,4.967843e+00,4.020721e+01,6.715048e+02,1.222218e+13,1.997431e+02,2.784022e-31,6.796624e-16
3.335621e-10,5.531820e-12,4.013803e-13,2.278539e+02,1.541216e+08,6.390977e+00,2.518141e+01,9.167606e+02,3.511721e+10,1.609338e+02,6.789795e-31,3.837285e-18
7.926251e-09,9.225010e-13,1.578297e-12,1.216433e+03,2.724704e+09,3.680748e+00,3.907245e+01,3.242686e+02,3.314421e+12,1.438158e+02,3.742210e-30,1.783785e-15
1.197678e-09,6.981419e-12,1.369100e-12,1.111836e+03,1.157914e+08,5.866859e+00,1.571526e+01,4.322159e+02,1.287411e+11,9.219924e+01,4.947888e-30,5.873059e-17
8.023265e-10,5.578847e-12,3.522363e-12,1.667220e+02,5.625936e+09,3.421051e+00,3.486163e+01,4.252546e+02,9.379673e+11,1.192634e+02,6.704691e-30,7.500217e-16
4.180252e-10,5.027028e-12,3.621344e-14,1.766514e+02,1.326148e+09,5.919968e+00,1.762965e+01,6.806257e+02,2.342659e+11,1.043670e+02,5.179550e-32,1.266380e-18
7.695276e-09,5.045086e-13,2.253660e-13,1.005684e+01,4.883607e+08,7.832228e+00,2.209915e+01,3.800870e+02,4.911367e+09,1.730856e+02,3.325554e-31,2.827010e-19
6.460569e-10,5.362347e-12,3.570274e-11,4.577364e+02,1.465241e+08,2.198147e+00,4.000906e+01,9.013426e+02,6.706942e+10,8.794578e+01,1.114852e-28,6.575924e-16
4.941267e-10,1.983966e-11,4.458199e-11,2.514264e+03,2.599289e+09,2.317338e+00,3.294645e+01,3.700733e+02,6.535299e+12,7.634806e+01,1.617408e-28,8.070178e-14
2.580997e-09,2.273162e-13,9.354211e-11,1.693649e+02,1.263970e+08,5.043879e+00,2.765870e+01,4.805606e+02,2.140722e+10,1.395071e+02,2.637383e-29,7.876438e-17
3.816364e-10,5.832061e-12,1.561423e-12,3.043828e+03,1.346612e+08,4.264476e+00,2.112106e+01,9.601310e+02,4.098855e+11,9.007027e+01,3.336744e-30,1.231876e-16
1.804104e-09,1.200112e-12,3.805130e-12,6.890764e+01,5.027878e+08,7.475880e+00,1.904196e+01,5.165943e+02,3.464592e+10,1.423554e+02,4.256008e-30,2.099078e-17
2.472860e-09,1.517467e-13,3.866238e-14,2.978257e+01,2.780576e+09,7.927498e+00,2.561442e+01,7.539891e+02,8.281269e+10,2.030582e+02,1.093887e-32,1.839458e-19
1.582660e-09,1.490684e-14,1.380775e-14,1.693100e+03,9.265595e+09,2.345037e+00,4.194869e+01,5.528945e+02,1.568758e+13,9.837124e+01,1.801103e-34,2.779474e-19
3.029990e-10,9.108367e-13,3.883926e-14,1.770561e+02,1.117183e+08,3.811058e+00,1.508926e+01,5.796588e+02,1.978041e+10,5.750605e+01,6.213341e-33,7.067633e-21
2.178412e-09,4.760242e-12,1.587815e-11,7.717149e+03,4.906948e+08,2.391529e+00,1.987590e+01,3.860784e+02,3.786765e+12,4.753378e+01,6.356888e-29,1.144235e-14
1.220836e-09,4.770485e-11,8.764279e-11,4.333379e+01,3.595984e+08,2.396670e+00,3.204414e+01,9.205682e+02,1.558276e+10,7.679922e+01,4.698854e-27,5.623324e-15
4.061663e-10,2.758336e-11,1.423068e-12,1.117569e+03,4.848665e+09,3.910858e+00,2.408534e+01,5.728644e+02,5.418719e+12,9.419434e+01,9.133319e-30,4.661761e-15
1.057172e-10,2.200154e-11,1.092667e-11,5.084705e+02,2.465007e+08,3.005652e+00,3.048519e+01,6.396396e+02,1.253383e+11,9.162788e+01,1.625632e-29,1.866955e-16
2.961012e-09,2.484715e-11,9.323167e-12,1.420472e+03,3.257747e+08,7.886869e+00,1.716775e+01,5.100469e+02,4.627538e+11,1.353998e+02,3.498569e-28,2.192091e-14
4.348090e-10,4.284873e-13,1.398832e-14,2.615661e+01,2.604494e+08,2.111596e+00,2.272990e+01,4.364170e+02,6.812473e+09,4.799636e+01,1.137375e-33,3.718919e-22
2.589573e-10,6.304393e-12,3.122894e-11,3.922883e+02,1.027427e+09,2.083315e+00,4.148588e+01,3.081356e+02,4.030474e+11,8.642813e+01,1.570979e-29,5.472449e-16
1.046479e-09,2.693878e-12,6.582247e-12,4.966756e+03,7.227087e+09,2.011547e+00,3.751338e+01,3.841832e+02,3.589517e+13,7.545992e+01,7.128877e-30,1.930961e-14
2.672983e-09,2.572002e-13,5.119618e-12,2.666518e+01,2.577171e+09,2.358568e+00,2.438989e+01,5.083040e+02,6.872072e+10,5.752522e+01,1.789075e-30,7.072523e-18
1.011130e-09,1.444901e-14,1.681655e-14,1.831310e+01,7.686984e+09,6.451524e+00,3.382099e+01,4.949401e+02,1.407725e+11,2.181969e+02,1.216002e-34,3.735088e-21
2.200002e-09,1.631126e-14,1.025603e-14,3.211162e+03,6.852927e+09,2.449903e+00,1.673210e+01,5.021106e+02,2.200586e+13,4.099203e+01,1.847947e-34,1.666968e-19
2.299864e-10,3.104744e-13,1.119999e-12,4.432929e+02,7.644043e+08,2.273597e+00,1.913675e+01,6.935369e+02,3.388550e+11,4.350927e+01,5.546453e-32,8.177321e-19
1.666371e-09,1.191656e-13,5.253188e-13,2.749799e+03,1.948041e+09,2.039624e+00,1.770973e+01,3.743764e+02,5.356720e+12,3.612119e+01,3.905299e-32,7.556406e-18
2.748848e-09,4.452023e-13,1.863739e-14,1.832435e+01,1.390400e+08,4.678335e+00,1.686782e+01,9.654808e+02,2.547818e+09,7.891329e+01,2.202100e-32,4.427469e-21
2.966640e-09,6.507933e-14,3.770460e-11,7.010805e+03,5.177359e+08,4.136491e+00,1.838736e+01,4.874630e+02,3.629745e+12,7.605915e+01,3.548493e-30,9.796514e-16
1.515077e-09,3.937652e-14,3.244013e-11,2.594900e+03,5.435987e+09,2.579626e+00,2.140949e+01,7.761547e+02,1.410584e+13,5.522848e+01,1.502114e-30,1.170213e-15
5.260627e-10,8.793060e-13,4.282331e-12,1.243493e+03,3.671779e+09,2.174194e+00,2.876068e+01,3.684129e+02,4.565831e+12,6.253130e+01,7.297810e-31,2.083578e-16
1.260302e-10,8.257412e-11,3.751856e-14,5.756368e+03,1.529070e+08,6.889361e+00,2.839320e+01,3.504051e+02,8.801893e+11,1.956110e+02,1.368155e-31,2.355616e-17
2.350845e-09,2.611473e-12,5.037561e-11,1.574114e+03,7.307337e+09,6.601740e+00,2.997702e+01,5.869671e+02,1.150258e+13,1.979005e+02,1.815280e-28,4.132240e-13
